id,type,nr,date,url
237,wintibrief,224,2026-03-20,https://mailchi.mp/wnti/haare-schneiden-macht-jetzt-die-ki
238,wintibrief,225,2026-03-23,https://mailchi.mp/wnti/auf-der-spur-der-glhwrmchen
239,wintibrief,226,2026-03-24,https://mailchi.mp/wnti/ein-laiengremium-verteilt-400000-franken-an-kulturschaffende
240,wintibrief,227,2026-03-25,https://mailchi.mp/wnti/erbstreit-um-die-siska-millionen
241,wintibrief,228,2026-03-26,https://mailchi.mp/wnti/lbesruum-kauft-swica-liegenschaft-und-zieht-um-bw5atdik45
242,wintibrief,229,2026-03-27,https://mailchi.mp/wnti/ist-er-der-nchste-beni-thurnheer
243,wintibrief,230,2026-03-30,https://mailchi.mp/wnti/der-50-frauen-cupsieg-auf-der-schtzi
244,wintibrief,231,2026-03-31,https://mailchi.mp/wnti/baurekurs-gegen-swisslife-abgelehnt-und-der-tod-enttabuisiert
245,wintibrief,232,2026-04-01,https://mailchi.mp/wnti/ein-neues-konzept-fr-die-judd-brunnen-auf-der-steibi
246,wintibrief,233,2026-04-02,https://mailchi.mp/wnti/nach-airbnb-eskalation-einer-familie-droht-die-ausweisung
247,wintibrief,234,2026-04-07,https://mailchi.mp/wnti/pflpxx5pw6
248,wintibrief,235,2026-04-08,https://mailchi.mp/wnti/stadt-macht-unverhofft-64-millionen-vorwrts
249,wintibrief,236,2026-04-09,https://mailchi.mp/wnti/frhlingserwachen-am-lagerplatz-nistet-sich-die-neue-mieterschaft-ein?e=1f1ad467d3
250,wintibrief,237,2026-04-10,
